original_image_file,cropped_image_file,Date,Tag Number,Tag Number 3,det_num,det_confidence,species1,prob1,Human_verified_spp,species2,prob2,species3,prob3,entropy,classification_precision,Species,Trademark/Cultivar,AscensionNumber,EYB_Inflorescence Type,RHS_InflorescentType,Flower Type,False Sepals,Color,SterileFloretLength(in),SterileFloretLength(cm),PanicleLength(in),AvgInflorescencesPerPanicle
Braatz_images\8-10-21_done\D1\Q8104416.JPG,Q8104416_1.jpg,2021-08-10,D1,D1,1,0.8525,Wasp,92.2,,Syrphidae,7.6,Triepeolus,0.1,0.284,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-10-21_done\D13\Q8104439.JPG,Q8104439_1.jpg,2021-08-10,D13,D13,1,0.7606,Bombus_impatiens,99.1,,Bombus_griseocollis,0.4,Megachile,0.2,0.074,0.9491,Hydrangea paniculata,Ruby,98053,Half-open,0,Mop-like panicle,4,Pink,0,,0,232.8
Braatz_images\8-10-21_done\D13\Q8104440.JPG,Q8104440_1.jpg,2021-08-10,D13,D13,1,0.737,Bombus_griseocollis,44.1,,Bombus_affinis,31.7,Bombus_bimaculatus,15.8,1.3842,0.9572,Hydrangea paniculata,Ruby,98053,Half-open,0,Mop-like panicle,4,Pink,0,,0,232.8
Braatz_images\8-10-21_done\D13\Q8104441.JPG,Q8104441_1.jpg,2021-08-10,D13,D13,1,0.7603,Bombus_impatiens,93.7,,Bombus_vagans_sandersoni,4.4,Bombus_bimaculatus,1.2,0.2989,0.9491,Hydrangea paniculata,Ruby,98053,Half-open,0,Mop-like panicle,4,Pink,0,,0,232.8
Braatz_images\8-10-21_done\D13\Q8104442.JPG,Q8104442_1.jpg,2021-08-10,D13,D13,1,0.7808,Bombus_impatiens,99.7,,Bombus_griseocollis,0.1,Xylocopa_virginica,0.1,0.0283,0.9491,Hydrangea paniculata,Ruby,98053,Half-open,0,Mop-like panicle,4,Pink,0,,0,232.8
Braatz_images\8-10-21_done\D15\Q8104445.JPG,Q8104445_1.jpg,2021-08-10,D15,D15,1,0.7823,Bombus_impatiens,98,,Bombus_wilmattae,1.6,Bombus_bimaculatus,0.1,0.1204,0.9491,Hydrangea paniculata,Tickled Pink,11044,Half-open,0,Lacy panicle,4,Pink-white,1.25,,12,88.6
Braatz_images\8-10-21_done\D15\Q8104446.JPG,Q8104446_1.jpg,2021-08-10,D15,D15,1,0.7821,Bombus_impatiens,99,,Bombus_wilmattae,0.4,Bombus_ternarius,0.2,0.0713,0.9491,Hydrangea paniculata,Tickled Pink,11044,Half-open,0,Lacy panicle,4,Pink-white,1.25,,12,88.6
Braatz_images\8-10-21_done\D15\Q8104447.JPG,Q8104447_1.jpg,2021-08-10,D15,D15,1,0.7625,Bombus_impatiens,96.5,,Bombus_affinis,1.8,Bombus_bimaculatus,0.6,0.1988,0.9491,Hydrangea paniculata,Tickled Pink,11044,Half-open,0,Lacy panicle,4,Pink-white,1.25,,12,88.6
Braatz_images\8-10-21_done\D16\Q8104451.JPG,Q8104451_1.jpg,2021-08-10,D16,D16,1,0.7738,Apis_mellifera,99.4,,Meliponini,0.3,Lasioglossum,0.1,0.0478,0.9707,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\8-10-21_done\D16\Q8104452.JPG,Q8104452_1.jpg,2021-08-10,D16,D16,1,0.7554,Apis_mellifera,99.9,,Apis_mellifera,0,Xylocopa_sonorina,0,0.0081,0.9707,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\8-10-21_done\D16\Q8104453.JPG,Q8104453_1.jpg,2021-08-10,D16,D16,1,0.8062,Wasp,99.8,,Syrphidae,0.1,Coleoptera,0,0.0203,0.9575,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\8-10-21_done\D16\Q8104454.JPG,Q8104454_1.jpg,2021-08-10,D16,D16,1,0.8048,Wasp,98.2,,Coleoptera,0.9,Syrphidae,0.7,0.1106,0.9575,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\8-10-21_done\D16\Q8104455.JPG,Q8104455_1.jpg,2021-08-10,D16,D16,1,0.808,Wasp,97.7,,Syrphidae,2,Coleoptera,0.2,0.1193,0.9575,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\8-10-21_done\D16\Q8104456.JPG,Q8104456_1.jpg,2021-08-10,D16,D16,1,0.784,Lasioglossum,55.5,,Apis_dorsata,20.2,Wasp,12.4,1.4036,0.9521,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\8-10-21_done\D3\Q8104419.JPG,Q8104419_1.jpg,2021-08-10,D3,D3,1,0.7383,Apis_mellifera,99.7,,Xylocopa_virginica,0.1,Xylocopa,0,0.0302,0.9707,Hydrangea paniculata,Vanilla Strawberry,10063,Dense,0,Mop-like panicle,5,Pink-white,1,,12,349.6
Braatz_images\8-10-21_done\D3\Q8104420.JPG,Q8104420_1.jpg,2021-08-10,D3,D3,1,0.7566,Augochloropsis,93.6,,Augochlorella,3.7,Agapostemon,2,0.2984,0.8985,Hydrangea paniculata,Vanilla Strawberry,10063,Dense,0,Mop-like panicle,5,Pink-white,1,,12,349.6
Braatz_images\8-10-21_done\D5\Q8104422.JPG,Q8104422_1.jpg,2021-08-10,D5,D5,1,0.8611,Coleoptera,63,,Diptera,18.5,Wasp,15,1.0374,0.9916,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104423.JPG,Q8104423_1.jpg,2021-08-10,D5,D5,1,0.7627,Coleoptera,93.2,,Wasp,5.9,Apis_mellifera,0.5,0.2886,0.9916,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104424.JPG,Q8104424_1.jpg,2021-08-10,D5,D5,1,0.785,Apis_mellifera,99.7,,Bombus_diversus,0.2,Syrphidae,0,0.0242,0.9707,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104426.JPG,Q8104426_1.jpg,2021-08-10,D5,D5,1,0.8006,Bombus_impatiens,99.7,,Bombus_bimaculatus,0.2,Bombus_vagans_sandersoni,0,0.0204,0.9491,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104427.JPG,Q8104427_1.jpg,2021-08-10,D5,D5,1,0.8168,Bombus_impatiens,98.3,,Bombus_bimaculatus,1.3,Bombus_griseocollis,0.2,0.1077,0.9491,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104428.JPG,Q8104428_1.jpg,2021-08-10,D5,D5,1,0.7718,Bombus_impatiens,69.4,,Bombus_bimaculatus,14.8,Bombus_caliginosus,3.5,1.2435,0.9491,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104429.JPG,Q8104429_1.jpg,2021-08-10,D5,D5,1,0.8074,Bombus_impatiens,98.6,,Bombus_bimaculatus,0.9,Bombus_griseocollis,0.3,0.0865,0.9491,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104431.JPG,Q8104431_1.jpg,2021-08-10,D5,D5,1,0.7547,Apis_mellifera,99.1,,Andrena,0.5,Syrphidae,0.1,0.0684,0.9707,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D5\Q8104432.JPG,Q8104432_1.jpg,2021-08-10,D5,D5,1,0.7733,Apis_mellifera,99.9,,Andrena,0,Andrena_haemorrhoa,0,0.0118,0.9707,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\8-10-21_done\D7\Q8104434.JPG,Q8104434_1.jpg,2021-08-10,D7,D7,1,0.8053,Apis_mellifera,99.8,,Augochloropsis,0,Apis_mellifera,0,0.0197,0.9707,Hydrangea paniculata,Pink Diamond,97033,Open,Dense,Lacy panicle,4,Pink,2,,8,160.7
Braatz_images\8-10-21_done\D7\Q8104435.JPG,Q8104435_1.jpg,2021-08-10,D7,D7,1,0.8459,Bombus_impatiens,98.1,,Bombus_bimaculatus,0.7,Bombus_affinis,0.6,0.129,0.9491,Hydrangea paniculata,Pink Diamond,97033,Open,Dense,Lacy panicle,4,Pink,2,,8,160.7
Braatz_images\8-10-21_done\Korean Maackia\Q8104457.JPG,Q8104457_1.jpg,2021-08-10,Korean Maackia,,1,0.7994,Bombus_impatiens,99.6,,Bombus_bimaculatus,0.2,Bombus_griseocollis,0.1,0.0301,0.9491,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104458.JPG,Q8104458_1.jpg,2021-08-10,Korean Maackia,,1,0.815,Bombus_impatiens,38.3,,Bombus_affinis,37,Bombus_vagans_sandersoni,10.2,1.4319,0.9491,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104460.JPG,Q8104460_1.jpg,2021-08-10,Korean Maackia,,1,0.8992,Bombus_impatiens,97.1,,Bombus_bimaculatus,1.9,Bombus_griseocollis,0.6,0.1608,0.9491,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104461.JPG,Q8104461_1.jpg,2021-08-10,Korean Maackia,,1,0.7557,Megachile_sculpturalis,100,,Megachile,0,Xylocopa,0,0.0001,0.9709,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104462.JPG,Q8104462_1.jpg,2021-08-10,Korean Maackia,,1,0.7829,Megachile_sculpturalis,100,,Megachile,0,Xylocopa_virginica,0,0.0008,0.9709,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104463.JPG,Q8104463_1.jpg,2021-08-10,Korean Maackia,,1,0.8418,Megachile_sculpturalis,100,,Megachile,0,Xylocopa_virginica,0,0.0024,0.9709,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104464.JPG,Q8104464_1.jpg,2021-08-10,Korean Maackia,,1,0.8616,Megachile_sculpturalis,99.9,,Xylocopa_virginica,0,Xylocopa,0,0.0058,0.9709,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104465.JPG,Q8104465_1.jpg,2021-08-10,Korean Maackia,,1,0.8644,Megachile_sculpturalis,100,,Megachile,0,Xylocopa_virginica,0,0,0.9709,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104467.JPG,Q8104467_1.jpg,2021-08-10,Korean Maackia,,1,0.8747,Megachile_sculpturalis,100,,Megachile,0,Xylocopa_virginica,0,0.0001,0.9709,,,,,,,,,,,,
Braatz_images\8-10-21_done\Korean Maackia\Q8104468.JPG,Q8104468_1.jpg,2021-08-10,Korean Maackia,,1,0.8829,Megachile_sculpturalis,100,,Megachile,0,Xylocopa_virginica,0,0,0.9709,,,,,,,,,,,,
Braatz_images\8-12-21_done\A10\Q8124751.JPG,Q8124751_1.jpg,2021-08-12,A10,A10,1,0.7395,Apis_mellifera,99.9,,Apis_mellifera,0.1,Apis_florea,0,0.0116,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\8-12-21_done\A10\Q8124752.JPG,Q8124752_1.jpg,2021-08-12,A10,A10,1,0.7579,Apis_mellifera,99.8,,Apis_mellifera,0.2,Andrena_florea,0,0.0166,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\8-12-21_done\A10\Q8124755.JPG,Q8124755_1.jpg,2021-08-12,A10,A10,1,0.7773,Wasp,99.9,,Lasioglossum,0.1,Syrphidae,0,0.0096,0.9575,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\8-12-21_done\A10\Q8124757.JPG,Q8124757_1.jpg,2021-08-12,A10,A10,1,0.7205,Wasp,98.3,,Syrphidae,1.5,Nomada,0.1,0.092,0.9575,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\8-12-21_done\A10\Q8124758.JPG,Q8124758_1.jpg,2021-08-12,A10,A10,1,0.7345,Wasp,99.5,,Syrphidae,0.3,Nomada,0.1,0.0344,0.9575,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\8-12-21_done\A10\Q8124760.JPG,Q8124760_1.jpg,2021-08-12,A10,A10,1,0.7008,Wasp,99.7,,Syrphidae,0.2,Anthidium,0,0.0213,0.9575,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\8-12-21_done\A3\Q8124729.JPG,Q8124729_1.jpg,2021-08-12,A3,A3,1,0.7244,Bombus_bimaculatus,62.6,,Bombus_impatiens,24.9,Bombus_pauloensis,7.3,1.1113,0.9318,Hydrangea paniculata,Sweet Summer,12022,Dense,0,Mop-like panicle,4,White,1,,9,361
Braatz_images\8-12-21_done\A3\Q8124730.JPG,Q8124730_1.jpg,2021-08-12,A3,A3,1,0.8175,Bombus_impatiens,95.2,,Bombus_bimaculatus,3.9,Bombus_griseocollis,0.6,0.2258,0.9491,Hydrangea paniculata,Sweet Summer,12022,Dense,0,Mop-like panicle,4,White,1,,9,361
Braatz_images\8-12-21_done\A3\Q8124731.JPG,Q8124731_1.jpg,2021-08-12,A3,A3,1,0.8185,Bombus_impatiens,99.9,,Bombus_vagans_sandersoni,0,Bombus_affinis,0,0.0102,0.9491,Hydrangea paniculata,Sweet Summer,12022,Dense,0,Mop-like panicle,4,White,1,,9,361
Braatz_images\8-12-21_done\A3\Q8124734.JPG,Q8124734_1.jpg,2021-08-12,A3,A3,1,0.8346,Bombus_impatiens,80.5,,Bombus_griseocollis,9.9,Bombus_affinis,2.9,0.8709,0.9491,Hydrangea paniculata,Sweet Summer,12022,Dense,0,Mop-like panicle,4,White,1,,9,361
Braatz_images\8-12-21_done\A6\Q8124739.JPG,Q8124739_1.jpg,2021-08-12,A6,A6,1,0.83,Wasp,93.9,,Coleoptera,6.1,Sphecodes,0,0.2293,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124740.JPG,Q8124740_1.jpg,2021-08-12,A6,A6,1,0.8314,Wasp,99.9,,Coleoptera,0.1,Sphecodes,0,0.0112,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124741.JPG,Q8124741_1.jpg,2021-08-12,A6,A6,1,0.7499,Apis_mellifera,99.9,,Apis_mellifera,0,Halictus_rubicundus,0,0.0132,0.9707,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124742.JPG,Q8124742_1.jpg,2021-08-12,A6,A6,1,0.7545,Wasp,99.9,,Coleoptera,0.1,Syrphidae,0,0.0073,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124743.JPG,Q8124743_1.jpg,2021-08-12,A6,A6,1,0.7409,Wasp,87.8,,Hylaeus,8.2,Epeolus,1.5,0.5265,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124744.JPG,Q8124744_1.jpg,2021-08-12,A6,A6,1,0.7936,Wasp,99.5,,Agapostemon_splendens,0.2,Nomada,0.1,0.0367,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124745.JPG,Q8124745_1.jpg,2021-08-12,A6,A6,1,0.7628,Wasp,72.3,,Syrphidae,27.4,Nomada,0.2,0.6114,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124746.JPG,Q8124746_1.jpg,2021-08-12,A6,A6,1,0.7798,Xylocopa_virginica,100,,Xylocopa,0,Xylocopa_californica,0,0.0032,0.9751,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124748.JPG,Q8124748_1.jpg,2021-08-12,A6,A6,1,0.8381,Bombus_impatiens,99.1,,Xylocopa_virginica,0.5,Bombus_griseocollis,0.1,0.0655,0.9491,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\A6\Q8124749.JPG,Q8124749_1.jpg,2021-08-12,A6,A6,1,0.8197,Bombus_impatiens,97.1,,Apis_laboriosa,0.9,Bombus_affinis,0.5,0.2057,0.9491,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,189.5
Braatz_images\8-12-21_done\B17\Q8124715.JPG,Q8124715_1.jpg,2021-08-12,B17,B17,1,0.7891,Bombus_impatiens,89.1,,Bombus_vagans_sandersoni,4.8,Bombus_affinis,3.3,0.5214,0.9491,Hydrangea paniculata,Limelight,1072,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\B2\Q8124707.JPG,Q8124707_1.jpg,2021-08-12,B2,B2,1,0.8276,Bombus_impatiens,93.9,,Bombus_griseocollis,4.2,Bombus_bimaculatus,0.7,0.3068,0.9491,Hydrangea paniculata,Phantom,1004,Half-open,Very dense,Mop-like panicle,4,White,1.5,,10,174.4
Braatz_images\8-12-21_done\B2\Q8124709.JPG,Q8124709_1.jpg,2021-08-12,B2,B2,1,0.7855,Wasp,60.5,,Anthidium_oblongatum,22.1,Apis_mellifera,6.9,1.191,0.9575,Hydrangea paniculata,Phantom,1004,Half-open,Very dense,Mop-like panicle,4,White,1.5,,10,174.4
Braatz_images\8-12-21_done\B2\Q8124710.JPG,Q8124710_1.jpg,2021-08-12,B2,B2,1,0.8201,Wasp,99.9,,Syrphidae,0.1,Coleoptera,0,0.0127,0.9575,Hydrangea paniculata,Phantom,1004,Half-open,Very dense,Mop-like panicle,4,White,1.5,,10,174.4
Braatz_images\8-12-21_done\B6\Q8124712.JPG,Q8124712_1.jpg,2021-08-12,B6,B6,1,0.7247,Apis_mellifera,99.5,,Halictus_scabiosae,0.1,Apis_mellifera,0.1,0.0487,0.9707,Hydrangea paniculata,Mega Pearl,1128,Half-open,Half-open,Lacy panicle,4,Pink-white,0,,0,154.8
Braatz_images\8-12-21_done\B6\Q8124713.JPG,Q8124713_1.jpg,2021-08-12,B6,B6,1,0.8264,Apis_mellifera,99.5,,Apis_mellifera,0.2,Meliponini,0.1,0.0493,0.9707,Hydrangea paniculata,Mega Pearl,1128,Half-open,Half-open,Lacy panicle,4,Pink-white,0,,0,154.8
Braatz_images\8-12-21_done\C12\Q8124581.JPG,Q8124581_1.jpg,2021-08-12,C12,C12,1,0.7307,Wasp,99.1,,Hylaeus,0.7,Meliponini,0.1,0.0573,0.9575,Hydrangea paniculata,Polar Ball,13029,Very dense,0,Mop-like panicle,4,White,2.5,,10,4.5
Braatz_images\8-12-21_done\C2\Q8124597.JPG,Q8124597_1.jpg,2021-08-12,C2,C2,1,0.8053,Apis_mellifera,99.6,,Apis_mellifera,0.1,Apis_dorsata,0.1,0.0333,0.9707,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C2\Q8124598.JPG,Q8124598_1.jpg,2021-08-12,C2,C2,1,0.8497,Bombus_affinis,100,,Bombus_griseocollis,0,Bombus_terricola,0,0,0.9677,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C2\Q8124599.JPG,Q8124599_1.jpg,2021-08-12,C2,C2,1,0.7767,Wasp,35.4,,Hylaeus,30.4,Coleoptera,27.4,1.3496,0.9575,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C2\Q8124600.JPG,Q8124600_1.jpg,2021-08-12,C2,C2,1,0.8138,Apis_mellifera,100,,Apis_mellifera,0,Meliponini,0,0.0014,0.9707,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C2\Q8124601.JPG,Q8124601_1.jpg,2021-08-12,C2,C2,1,0.803,Wasp,99,,Anthidiellum,0.4,Stelis,0.3,0.0688,0.9575,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C2\Q8124602.JPG,Q8124602_1.jpg,2021-08-12,C2,C2,1,0.8515,Wasp,99.9,,Nomada,0,Syrphidae,0,0.0067,0.9575,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C2\Q8124603.JPG,Q8124603_1.jpg,2021-08-12,C2,C2,1,0.7477,Wasp,99.9,,Ceratina,0.1,Stelis,0,0.0125,0.9575,Hydrangea paniculata,Pinky Winky,14022,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,47.1
Braatz_images\8-12-21_done\C6\Q8124584.JPG,Q8124584_1.jpg,2021-08-12,C6,C6,1,0.8897,Wasp,100,,Syrphidae,0,Diptera,0,0.0038,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124585.JPG,Q8124585_1.jpg,2021-08-12,C6,C6,1,0.8863,Wasp,100,,Nomada,0,Nomada_goodeniana,0,0.0028,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124586.JPG,Q8124586_1.jpg,2021-08-12,C6,C6,1,0.8826,Wasp,99.7,,Ceratina,0.2,Syrphidae,0.1,0.0235,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124587.JPG,Q8124587_1.jpg,2021-08-12,C6,C6,1,0.8481,Wasp,98.2,,Syrphidae,1.2,Halictus_scabiosae,0.1,0.1206,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124588.JPG,Q8124588_1.jpg,2021-08-12,C6,C6,1,0.8273,Wasp,93.5,,Syrphidae,6.4,Halictus_scabiosae,0,0.2451,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124589.JPG,Q8124589_1.jpg,2021-08-12,C6,C6,1,0.7946,Wasp,87.8,,Colletes_inaequalis,9.8,Colletes_hederae,1.2,0.463,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124590.JPG,Q8124590_1.jpg,2021-08-12,C6,C6,1,0.7995,Wasp,94.7,,Coleoptera,3.8,Chelostoma,1,0.258,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\C6\Q8124593.JPG,Q8124593_1.jpg,2021-08-12,C6,C6,1,0.801,Wasp,95.3,,Stelis,2.1,Hylaeus,1.7,0.2444,0.9575,Hydrangea paniculata,Limelight,14003,Very dense,Very dense,Mop-like panicle,4,Green-white,1.5,,9,NA
Braatz_images\8-12-21_done\D1\Q8124611.JPG,Q8124611_1.jpg,2021-08-12,D1,D1,1,0.7127,Wasp,99.8,,Syrphidae,0.2,Coleoptera,0,0.0165,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124612.JPG,Q8124612_1.jpg,2021-08-12,D1,D1,1,0.7941,Wasp,100,,Syrphidae,0,Hylaeus,0,0.0002,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124613.JPG,Q8124613_1.jpg,2021-08-12,D1,D1,1,0.7871,Wasp,99.8,,Ceratina,0.1,Syrphidae,0.1,0.0222,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124614.JPG,Q8124614_1.jpg,2021-08-12,D1,D1,1,0.7475,Wasp,75.3,,Syrphidae,23.4,Apis_mellifera,0.4,0.6408,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124615.JPG,Q8124615_1.jpg,2021-08-12,D1,D1,1,0.7622,Wasp,99.8,,Syrphidae,0.2,Ceratina,0,0.0134,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124616.JPG,Q8124616_1.jpg,2021-08-12,D1,D1,1,0.7821,Coleoptera,100,,Lepidoptera,0,Agapostemon_splendens,0,0.0034,0.9916,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124620.JPG,Q8124620_1.jpg,2021-08-12,D1,D1,1,0.7928,Bombus_bimaculatus,55.2,,Bombus_griseocollis,29.1,Bombus_impatiens,10.9,1.1578,0.9318,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124621.JPG,Q8124621_1.jpg,2021-08-12,D1,D1,1,0.8277,Bombus_impatiens,95.4,,Bombus_affinis,2.3,Bombus_citrinus,2,0.2386,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124622.JPG,Q8124622_1.jpg,2021-08-12,D1,D1,1,0.8683,Bombus_impatiens,99.8,,Xylocopa_virginica,0.1,Bombus_affinis,0,0.0205,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\8-12-21_done\D1\Q8124623.JPG,Q8124623_1.jpg,2021-08-12,D1,D1,1,0.7981,Syrphidae,91.9,,Wasp,7.9,Coleoptera,0.1,0.2915,0.9836,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
