,Date,Month,Tag.Number,Collector,Cultivar ,Species,AscensionNumber,Inflorescence.Type,False.Sepals,Flower.Type,Flower.shape,PaniclesPerTransect,TotalPaniclesA,AvgInflorescencesPerPanicle,transects_per_plant,TotalPaniclesB,TotalInflorescences_A,TotalInflorescences_B,TotalInflorescences_AB,Start.Time,End.Time,Rain,Wind,Cloud,TempF,InsectRichness,Araneae,Chauliognathus,Cerambycidae,Chrysomelidae,Curculionidae,Mordellidae,Scarabaeoidea,Diptera,Bombyliidae,Calliphoridae,Conopidae,Cecidomyiidae,Culicidae,Dolichopodidae,Drosophilidae,Empididae,Muscidae,Oestroidea,Syrphidae_total,Unknown_Bristly_Flies,Tipulidae,Ulidiidae,Hemiptera,Aphididae,Cicadellidae,Miridae,Reduviidae,Hymenoptera,Xylocopa,Andrenidae,Protandrena,Apis.mellifera,Melissodes,Cerceris,Astata,Chrysididae,Hylaeus,Halictidae,Agapostemon,Augochlora,Green.Sweatbee,Halictus,Lasioglossum,Bombus affinis,Bombus auricomus,Bombus impatiens,Bombus bimaculatus,Bombus griseocollis,Bombus vagans,Symmorphus,Eurytoma,Braconidae,Apocrita,Scolia,Sphecius speciosus,Sphex,Vespidae,Dolichovespula.maculata,Dolichovespula,Lepidoptera,Hesperiidae,Celastrina ladon,Epargyreus clarus,Libythean carinenta,Pieris rapae,Polygonia comma,Vanessa atalanta,Notes
53,45498,Jul,8A,E. Braatz,Mega Pearl,Hydrangea paniculata,1128,Dense,4,Mop-like panicle,Mop,9.6,NA,36.1,8.3053,79.73088,0,2878.284768,2878.284768,0.555555556,0.517361111,0,1,40,77,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
54,45498,Jul,9E,E. Braatz,Incrediball,Hydrangea arborescens,9090,Dense,4,Mop,Mop,0.333,NA,1248,20.3472,6.7756176,0,8455.970765,8455.970765,0.522916667,0.526388889,0,1,40,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,45499,Jul,11C,E. Braatz,Little Quick Fire,Hydrangea paniculata,14010,Open,4,Lacy panicle,Lacy,13.66666667,NA,59.7,5.546646971,75.80417527,0,4525.509264,4525.509264,0.763194444,0.766666667,0,1,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
56,45499,Jul,12C,E. Braatz,Polar Ball,Hydrangea paniculata,13029,Very dense,4,Mop-like panicle,Mop,3.666666667,NA,4.5,5.850517331,21.45189688,0,96.53353596,96.53353596,0.768055556,0.771527778,0,1,0,81,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,45499,Jul,13C,E. Braatz,Fire Light,Hydrangea paniculata,18008B,Very dense,NA,Mop-like panicle,Mop,11.3,NA,71.4,8.949995003,101.1349435,0,7221.034968,7221.034968,0.475694444,0.479166667,0,1,0,75,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Golden digger wasp
58,45499,Jul,14C,E. Braatz,Fire Light,Hydrangea paniculata,18008A,Dense,4,Mop-like panicle,Mop,12.3,NA,94.3,8.573195757,105.4503078,0,9943.964026,9943.964026,0.482638889,0.486111111,0,1,0,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,45499,Jul,14C,E. Braatz,Fire Light,Hydrangea paniculata,18008A,Dense,4,Mop-like panicle,Mop,12.3,NA,94.3,8.573195757,105.4503078,0,9943.964026,9943.964026,0.482638889,0.486111111,0,1,0,75,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
60,45499,Jul,16B,E. Braatz,Dolly,Hydrangea paniculata,1127,Dense,4,Lacy panicle,Lacy,1.333333333,NA,126.2,2.989908,3.986544,0,503.1018528,503.1018528,0.385416667,0.388888889,0,1,0,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
61,45499,Jul,16C,E. Braatz,Quick Fire,Hydrangea paniculata,14001,Open,4,Lacy panicle,Lacy,Forgot to enter,NA,25.9,8.20449972,#VALUE!,0,#VALUE!,NA,0.704861111,0.708333333,0,1,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
62,45499,Jul,19D,E. Braatz,Puffer Fish,Hydrangea paniculata,2023-030,Half-open,4,Mop-like panicle,Mop,11,NA,55.8,2.333724365,25.67096801,0,1432.440015,1432.440015,0.713888889,0.717361111,0,2,0,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
63,45499,Jul,1C,E. Braatz,Ruby,Hydrangea paniculata,98053,Half-open,NA,Mop-like panicle,Mop,10.3,NA,46.2,1.960976723,20.19806025,0,933.1503835,933.1503835,0.465277778,0.46875,0,1,30,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,45499,Jul,22B,E. Braatz,Limelight Prime,Hydrangea paniculata,21039,Half-open,4,Mop-like panicle,Mop,2.666666667,NA,17.7,1.960976723,5.229271262,0,92.55810134,92.55810134,0.440277778,0.44375,0,1,5,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,45499,Jul,23B,E. Braatz,Quick Fire Fabulous,Hydrangea paniculata,No tag,Dense,5,Mop-like panicle,Mop,8,NA,60.9,4.412197627,35.29758102,0,2149.622684,2149.622684,0.372222222,0.375694444,0,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lots of bracts
66,45499,Jul,24B,E. Braatz,Little Lime Punch,Hydrangea paniculata,21040,Half-open,4,Mop-like panicle,Mop,4.666666667,NA,194.2,3.64644432,17.01674016,0,3304.650939,3304.650939,0.423611111,0.427083333,0,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,45499,Jul,26B,E. Braatz,Berry White,Hydrangea paniculata,21026,Half-open,4,Mop-like panicle,Mop,2.333333333,NA,86.42857,5.850517331,13.65120711,0,1179.854309,1179.854309,0.455555556,0.459027778,0,1,5,73,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,45499,Jul,27B,E. Braatz,Candy Apple,Hydrangea paniculata,20012B,Half-open,4,Mop-like panicle,Mop,7,NA,15.1,1.037210829,7.260475802,0,109.6331846,109.6331846,0.414583333,0.418055556,0,1,0,69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Weird bracts; tree
69,45499,Jul,3D,E. Braatz,Vanilla Strawberry,Hydrangea paniculata,10063,Dense,5,Mop-like panicle,Mop,2.333333333,NA,349.6,18.18765395,42.43785921,0,14836.27558,14836.27558,0.719444444,0.722916667,0,2,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,45499,Jul,4C,E. Braatz,Little Lamb,Hydrangea paniculata,4054,Very dense,4,Mop-like panicle,Mop,9.666666667,NA,50,9.727903125,94.03639687,0,4701.819844,4701.819844,0.743055556,0.746527778,0,1,0,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
71,45499,Jul,4F,E. Braatz,Haas Halo,Hydrangea arborescens,18022,Open,3,Lacy,Lacy,1,NA,563.4285714,9.334897459,9.334897459,0,5259.54794,5259.54794,0.778472222,0.781944444,0,1,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,45499,Jul,5F,E. Braatz,Bella Anna,Hydrangea arborescens,10067,Half-open,4,Mop,Mop,0.66,NA,88,3.407399637,2.24888376,0,197.9017709,197.9017709,0.784722222,0.788194444,0,1,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shaded
73,45499,Jul,6D,E. Braatz,Strawberry Sundae,Hydrangea paniculata,15055,Dense,4,Mop-like panicle,Mop,14.6,NA,42.8,11.8144796,172.4914021,0,7382.63201,7382.63201,0.733333333,0.736805556,0,2,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
74,45499,Jul,9B,E. Braatz,Silver Dollar,Hydrangea paniculata,1006,Dense,4,Mop-like panicle,Mop,5,NA,41.2,1.698112,8.49056,0,349.811072,349.811072,0.447916667,0.451388889,0,1,5,73,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,45502,Jul,10C,E. Braatz,Fire Light,Hydrangea paniculata,14026,Dense,4,Mop-like panicle,Mop,5.666666667,NA,76.5,8.573195757,48.58144262,0,3716.480361,3716.480361,0.661805556,0.665277778,0,1,30,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,45502,Jul,11C,E. Braatz,Little Quick Fire,Hydrangea paniculata,14010,Open,4,Lacy panicle,Lacy,12.66666667,NA,59.7,5.546646971,70.2575283,0,4194.37444,4194.37444,0.670138889,0.673611111,0,1,30,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
77,45502,Jul,12C,E. Braatz,Polar Ball,Hydrangea paniculata,13029,Very dense,4,Mop-like panicle,Mop,6,NA,4.5,5.850517331,35.10310399,0,157.9639679,157.9639679,0.678472222,0.681944444,0,1,30,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,45502,Jul,13C,E. Braatz,Fire Light,Hydrangea paniculata,18008B,Very dense,NA,Mop-like panicle,Mop,9.333333333,NA,71.4,8.949995003,83.5332867,0,5964.27667,5964.27667,0.620138889,0.623611111,0,1,65,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
79,45502,Jul,14C,E. Braatz,Fire Light,Hydrangea paniculata,18008A,Dense,4,Mop-like panicle,Mop,17.33333333,NA,94.3,8.573195757,148.6020598,0,14013.17424,14013.17424,0.63125,0.634722222,0,1,65,78,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
80,45502,Jul,1C,E. Braatz,Ruby,Hydrangea paniculata,98053,Half-open,NA,Mop-like panicle,Mop,1.333333333,NA,46.2,1.960976723,2.614635631,0,120.7961661,120.7961661,0.607638889,0.611111111,1,1,65,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very light sprinkle--sunny, but rained a bit"
81,45502,Jul,2C,E. Braatz,Pinky Winky,Hydrangea paniculata,14022,Half-open,4,Mop-like panicle,Mop,7,NA,47.1,5.546646971,38.8265288,0,1828.729506,1828.729506,0.700694444,0.704166667,0,1,30,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,45502,Jul,2C,E. Braatz,Pinky Winky,Hydrangea paniculata,14022,Half-open,4,Mop-like panicle,Mop,7,NA,47.1,5.546646971,38.8265288,0,1828.729506,1828.729506,0.700694444,0.704166667,0,1,30,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,45502,Jul,3E,E. Braatz,Bounty,Hydrangea arborescens,12019,Half-open,4,Mop,Mop,0.666666667,NA,528.4,17.0973,11.3982,0,6022.80888,6022.80888,0.723611111,0.726388889,0,1,25,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,45502,Jul,4C,E. Braatz,Little Lamb,Hydrangea paniculata,4054,Very dense,4,Mop-like panicle,Mop,12,NA,50,9.727903125,116.7348375,0,5836.741875,5836.741875,0.689583333,0.693055556,0,1,30,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
85,45502,Jul,5E,E. Braatz,Annabelle,Hydrangea arborescens,65169,Dense,4,Mop,Mop,,3,478.5,36.1728,0,1435.5,0,1435.5,0.733333333,0.736805556,0,1,25,81,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,45502,Jul,8C,E. Braatz,Strawberry Shake,Hydrangea paniculata,18031A,Very dense,4,Mop-like panicle,Mop,8.666666667,NA,27.1,5.250879821,45.50762511,0,1233.256641,1233.256641,0.644444444,0.647916667,0,1,30,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Agapostemon
87,45502,Jul,9C,E. Braatz,Pillow Talk,Hydrangea paniculata,14021,Very dense,4,Mop-like panicle,Mop,3.333333333,NA,120.2,6.48256768,21.60855893,0,2597.348784,2597.348784,0.652777778,0.65625,0,1,30,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,45476,Jul,11F,E. Braatz,Invincibelle,Hydrangea arborescens,16026,Very dense,4,Mop,Mop,,82,119,2.143298939,0,9758,0,9758,0.667361111,0.672916667,0,2,10,85,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/3 to 7/17 are missing a lot of pannicle data because I forgot
89,45476,Jul,2F,E. Braatz,Silver Leaf,Hydrangea arborescens,Unknown,Open,4,Lacy,Lacy,,52,390.5,3.64644432,0,20306,0,20306,0.654861111,0.660416667,0,2,10,85,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
90,45503,Jul,11E,E. Braatz,Seaside Serenade Bar,Hydrangea arborescens,19008B,Dense,4,Mop,Mop,0.666666667,NA,388.8,8.3053,5.536866667,0,2152.73376,2152.73376,0.703472222,0.706944444,0,2,80,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,45503,Jul,2A,E. Braatz,Baby Lace,Hydrangea paniculata,16012,Open,4,Lacy panicle,Lacy,2.666666667,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,0.738194444,0.741666667,0,2,80,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,45503,Jul,6A,E. Braatz,Honey Comb,Hydrangea paniculata,11031,Open,4,Lacy panicle,Lacy,5.666666667,NA,189.5,15.0877,85.49696667,0,16201.67518,16201.67518,0.721527778,0.725,0,2,80,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
93,45503,Jul,8A,E. Braatz,Mega Pearl,Hydrangea paniculata,1128,Dense,4,Mop-like panicle,Mop,11.33333333,NA,36.1,8.3053,94.12673333,0,3397.975073,3397.975073,0.713194444,0.716666667,0,2,80,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
94,45504,Jul,12A,E. Braatz,Candy Apple,Hydrangea paniculata,20012,Dense,4,Mop-like panicle,Mop,8,NA,#N/A,#N/A,#N/A,#N/A,#N/A,NA,0.740277778,0.74375,0,2,10,91,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,45481,Jul,11A,E. Braatz,Dharuma,Hydrangea paniculata,5026,Open,4,Lacy panicle,Lacy,,NA,NA,#VALUE!,,,,,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
96,45481,Jul,16C,E. Braatz,Quick Fire,Hydrangea paniculata,14001,Open,4,Lacy panicle,Lacy,,NA,25.9,8.20449972,,NA,NA,NA,0.661111111,0.666666667,0,1,10,80,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
97,45481,Jul,5B,E. Braatz,Dharuma,Hydrangea paniculata,5026,Open,4,Lacy panicle,Lacy,,318,5.5,0.906832,0,1749,0,1749,0.138888889,0.144444444,0,1,25,80,8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
98,45505,Aug,10A,E. Braatz,Pinky Winky,Hydrangea paniculata,7045,Half-open,4,Lacy panicle,Lacy,18,NA,79,1.446912,26.044416,0,2057.508864,2057.508864,0.445833333,0.449305556,0,2,100,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
99,45505,Aug,10B,E. Braatz,Pink Lady,Hydrangea paniculata,1005,Dense,4,Mop-like panicle,Mop,7,NA,125.2,3.820752,26.745264,0,3348.507053,3348.507053,0.563194444,0.566666667,0,2,90,79,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
100,45505,Aug,11B,E. Braatz,Strawberry Sundae,Hydrangea paniculata,15012,Open,4,Mop-like panicle,Mop,5.333333333,NA,269.7,7.5988,40.52693333,0,10930.11392,10930.11392,0.570833333,0.574305556,0,2,75,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
101,45505,Aug,13B,E. Braatz,Pinky Winky,Hydrangea paniculata,7045,Dense,5,Lacy panicle,Lacy,8.333333333,NA,91.2,1.698112,14.15093333,0,1290.56512,1290.56512,0.583333333,0.586805556,0,2,75,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
102,45505,Aug,15B,E. Braatz,Zinfin Doll,Hydrangea paniculata,15049,Half-open,4,Mop-like panicle,Mop,8,NA,107.9,1.507828,12.062624,0,1301.55713,1301.55713,0.590277778,0.59375,0,2,75,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lots of bracts
103,45505,Aug,16B,E. Braatz,Dolly,Hydrangea paniculata,1127,Dense,4,Lacy panicle,Lacy,7.666666667,NA,126.2,2.989908,22.922628,0,2892.835654,2892.835654,0.616666667,0.620138889,0,2,60,84,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
104,45505,Aug,19B,E. Braatz,Little Quick Fire,Hydrangea paniculata,14010,Open,NA,Lacy panicle,Lacy,8.666666667,NA,69.4,4.0192,34.83306667,0,2417.414827,2417.414827,0.470833333,0.474305556,0,2,90,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
